id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd
6398,Bordertown,"Crime, Drama, Mystery, Thriller",en,6.3,1,52,2007-02-22,317,Gregory Nava,"Jennifer Lopez, Martin Sheen, Antonio Banderas, Maya Zapata, Sônia Braga",21000000.0,8329799.0
6399,The Visit,"Horror, Mystery",en,6.3,1,34,2015-09-10,4702,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn",5000000.0,98450062.0
6400,Repo Men,"Action, Science Fiction, Thriller, Crime",en,6.3,1,51,2010-03-18,1893,Miguel Sapochnik,"Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber, Carice van Houten",32000000.0,18409891.0
6401,Zack and Miri Make a Porno,"Comedy, Romance",en,6.3,1,42,2008-09-18,2389,Kevin Smith,"Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob, Edward Janda",24000000.0,42105111.0
6402,Tall Girl,"Comedy, Drama, Romance",en,6.3,1,41,2019-09-13,1861,Nzingha Stewart,"Ava Michelle, Sabrina Carpenter, Steve Zahn, Griffin Gluck, Clara Wilsey",0.0,0.0
6403,12 Strong,"War, Drama, Action, History",en,6.3,2,10,2018-01-18,2937,Nicolai Fuglsig,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban, Trevante Rhodes",35000000.0,67450815.0
6404,Marvel One-Shot: The Consultant,"Adventure, Fantasy, Science Fiction, Action",en,6.3,0,4,2011-09-13,541,Leythum,"Maximiliano Hernández, Clark Gregg, Robert Downey Jr., William Hurt, Deborah Knox",500000.0,0.0
6405,Chaos Theory,"Comedy, Drama, Romance",en,6.3,1,27,2008-04-11,371,Marcos Siega,"Ryan Reynolds, Emily Mortimer, Stuart Townsend, Matreya Fedor, Sarah Chalke",0.0,240476.0
6406,Bad Taste,"Action, Comedy, Horror, Science Fiction",en,6.3,1,31,1987-12-01,808,Peter Jackson,"Terry Potter, Pete O'Herne, Craig Smith, Mike Minett, Peter Jackson",150000.0,0.0
6407,Ant-Man and the Wasp: Quantumania,"Action, Adventure, Science Fiction",en,6.3,2,5,2023-02-15,4945,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors",388369742.0,476071180.0
6408,The Star,"Comedy, Adventure, Animation, Family, Fantasy",en,6.3,1,26,2017-11-15,529,Timothy Reckart,"Steven Yeun, Gina Rodriguez, Zachary Levi, Keegan-Michael Key, Kelly Clarkson",10000000.0,0.0
6409,John Carter,"Action, Adventure, Science Fiction",en,6.3,2,12,2012-03-07,5563,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds",250000000.0,284100000.0
6410,The Fourth Kind,"Mystery, Science Fiction, Thriller",en,6.3,1,38,2009-11-05,1694,Olatunde Osunsanmi,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson, Enzo Cilenti",10000000.0,47709193.0
6411,The Company of Wolves,"Horror, Fantasy",en,6.3,1,35,1984-09-21,326,Neil Jordan,"Sarah Patterson, Angela Lansbury, David Warner, Graham Crowden, Brian Glover",2000000.0,4389334.0
6412,Out of Time,"Thriller, Crime, Drama",en,6.3,1,45,2003-10-03,1141,Carl Franklin,"Denzel Washington, Eva Mendes, Sanaa Lathan, John Billingsley, Dean Cain",50000000.0,55495563.0
6413,Synchronic,"Drama, Horror, Science Fiction, Thriller",en,6.3,1,41,2020-10-23,928,Aaron Moorhead,"Anthony Mackie, Jamie Dornan, Katie Aselton, Alexia Ioannides, Ramiz Monsef",0.0,1019041.0
6414,Max & Leon,"Comedy, War, Adventure",fr,6.3,1,38,2016-11-01,780,Jonathan Barré,"Grégoire Ludig, David Marsais, Bernard Farcy, Dominique Pinon, Julien Pestel",12156348.0,8750678.0
6415,Ondine,"Drama, Romance",en,6.3,1,51,2010-03-05,304,Neil Jordan,"Colin Farrell, Alicja Bachleda-Curuś, Dervla Kirwan, Alison Barry, Marion O'Dwyer",12000000.0,1790061.0
6416,Basket Case,"Comedy, Horror",en,6.3,1,31,1982-04-02,404,Frank Henenlotter,"Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner, Robert Vogel, Diana Browne",35000.0,0.0
6417,The Great Gatsby,"Drama, Romance",en,6.3,2,24,1974-03-27,471,Jack Clayton,"Robert Redford, Mia Farrow, Bruce Dern, Karen Black, Scott Wilson",6500000.0,26533200.0
6418,A Bad Moms Christmas,Comedy,en,6.3,1,44,2017-08-04,2048,Scott Moore,"Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski, Susan Sarandon",28000000.0,130560428.0
6419,Fun and Fancy Free,"Animation, Music",en,6.3,1,13,1947-09-27,471,Hamilton Luske,"Edgar Bergen, Dinah Shore, Luana Patten, Walt Disney, Anita Gordon",0.0,0.0
6420,Ace Ventura: When Nature Calls,"Crime, Comedy, Adventure",en,6.3,1,30,1995-11-10,4106,Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi, Bob Gunton",30000000.0,212385533.0
6421,Vanguard,"Comedy, Thriller, Action, Adventure",zh,6.3,1,47,2020-09-30,539,Stanley Tong,"Jackie Chan, Yang Yang, Allen Ai Lun, Jackson Liu, Miya Muqi",0.0,50866901.0
6422,"Yes, God, Yes","Drama, Comedy",en,6.3,1,18,2020-07-24,518,Karen Maine,"Natalia Dyer, Timothy Simons, Wolfgang Novogratz, Francesca Reale, Susan Blackwell",0.0,0.0
6423,Smurfs: The Lost Village,"Animation, Family, Adventure, Comedy",en,6.3,1,29,2017-03-23,1421,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer, Danny Pudi",60000000.0,197183546.0
6424,Underworld: Awakening,"Fantasy, Action, Horror",en,6.3,1,28,2012-01-19,4025,Måns Mårlind,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley",70000000.0,160112671.0
6425,Faster,"Crime, Drama, Action, Thriller",en,6.3,1,38,2010-11-23,1882,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Oliver Jackson-Cohen, Maggie Grace, Carla Gugino",24000000.0,23081726.0
6426,Return of the Living Dead Part II,"Horror, Comedy",en,6.3,1,29,1988-01-15,604,Ken Wiederhorn,"Michael Kenworthy, Thor Van Lingen, Jason Hogan, James Karen, Thom Mathews",6000000.0,9200000.0
6427,Old Dads,Comedy,en,6.3,1,42,2023-10-20,337,Bill Burr,"Bill Burr, Bobby Cannavale, Bokeem Woodbine, Katie Aselton, Reign Edwards",0.0,0.0
6428,Skyscraper,"Action, Thriller, Adventure",en,6.3,1,42,2018-07-11,4937,Rawson Marshall Thurber,"Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller, Noah Taylor",125000000.0,292400000.0
6429,Bastille Day,Action,en,6.3,1,32,2016-04-22,1347,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia",20000000.0,14397593.0
6430,Babysitting 2,Comedy,fr,6.3,1,33,2015-12-02,1329,Nicolas Benamou,"Philippe Lacheau, Alice David, Vincent Desagnat, Tarek Boudali, Christian Clavier",9458736.0,24563629.0
6431,Return,Drama,su,6.3,1,22,1972-07-02,548,Arman Manaryan,0,0.0,0.0
6432,Proxima,Drama,fr,6.3,1,47,2019-11-27,396,Alice Winocour,"Eva Green, Matt Dillon, Zélie Boulant-Lemesle, Lars Eidinger, Sandra Hüller",6500000.0,0.0
6433,The Immigrant,"Drama, Romance",en,6.3,1,57,2013-11-27,812,James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk, Yelena Solovey",16000000.0,5867686.0
6434,Sleepaway Camp,Horror,en,6.3,1,24,1983-11-18,681,Robert Hiltzik,"Felissa Rose, Jonathan Tiersten, Karen Fields, Christopher Collet, Mike Kellin",350000.0,11000000.0
6435,Transporter 2,"Action, Thriller, Crime",en,6.3,1,27,2005-08-03,3561,Louis Leterrier,"Jason Statham, Amber Valletta, Alessandro Gassmann, Kate Nauta, Matthew Modine",32000000.0,89100000.0
6436,Down Periscope,Comedy,en,6.3,1,32,1996-03-01,443,David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton, Bruce Dern",0.0,37553585.0
6437,Books of Blood,"Horror, Science Fiction",en,6.3,1,47,2020-10-07,430,Brannon Braga,"Britt Robertson, Freda Foh Shen, Nicholas Campbell, Anna Friel, Rafi Gavron",0.0,0.0
6438,Moonfall,"Science Fiction, Adventure, Action",en,6.3,2,11,2022-02-03,3092,Roland Emmerich,"Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer, Kelly Yu",146000000.0,67319703.0
6439,She's All That,"Comedy, Romance",en,6.3,1,35,1999-01-29,2067,Robert Iscove,"Freddie Prinze Jr., Rachael Leigh Cook, Paul Walker, Jodi Lyn O'Keefe, Kevin Pollak",10000000.0,103166989.0
6440,Goosebumps,"Adventure, Horror, Comedy",en,6.3,1,43,2015-08-05,3731,Rob Letterman,"Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee",58000000.0,158261424.0
6441,Bend It Like Beckham,"Comedy, Drama, Romance",en,6.3,1,52,2002-04-11,1872,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher, Shaheen Khan",3500159.0,76578641.0
6442,The Wrath of Becky,"Action, Horror, Thriller",en,6.3,1,23,2023-05-26,323,Suzanne Coote,"Lulu Wilson, Seann William Scott, Denise Burse, Jill Larson, Michael Sirow",0.0,0.0
6443,I Want You Back,"Comedy, Romance",en,6.3,1,57,2022-02-10,318,Jason Orley,"Charlie Day, Jenny Slate, Scott Eastwood, Gina Rodriguez, Manny Jacinto",0.0,0.0
6444,Crawl,"Horror, Thriller",en,6.3,1,27,2019-07-11,3074,Alexandre Aja,"Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson, Jose Palma",13500000.0,91500000.0
6445,Star Wars: The Rise of Skywalker,"Adventure, Action, Science Fiction",en,6.3,2,22,2019-12-18,9846,J.J. Abrams,"Carrie Fisher, Mark Hamill, Daisy Ridley, Adam Driver, John Boyega",416000000.0,1074144248.0
6446,An American Tail: Fievel Goes West,"Animation, Family, Western, Adventure, Comedy",en,6.3,1,15,1991-11-21,716,Simon Wells,"Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff",0.0,40766041.0
6447,Bill & Ted's Bogus Journey,"Adventure, Comedy, Science Fiction",en,6.3,1,33,1991-07-19,1198,Peter Hewitt,"Keanu Reeves, Alex Winter, William Sadler, Joss Ackland, Pam Grier",20000000.0,38000000.0
6448,"Juliet, Naked","Comedy, Drama, Romance",en,6.3,1,37,2018-08-16,472,Jesse Peretz,"Rose Byrne, Ethan Hawke, Chris O'Dowd, Azhy Robertson, Lily Brazier",0.0,0.0
6449,Triple Frontier,"Action, Thriller, Crime, Adventure",en,6.3,2,5,2019-03-06,3165,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund, Pedro Pascal",0.0,0.0
6450,Stranger by the Lake,"Drama, Thriller",fr,6.3,1,40,2013-06-12,419,Alain Guiraudie,"Pierre Deladonchamps, Christophe Paou, Patrick d'Assumçao, Jérôme Chappatte, Mathieu Vervisch",1400000.0,1200000.0
6451,Vacation,Comedy,en,6.3,1,39,2015-07-28,3678,John Francis Daley,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins, Chris Hemsworth",31000000.0,104400000.0
6452,Muppets Most Wanted,"Comedy, Adventure, Crime, Family",en,6.3,1,47,2014-03-20,815,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson",50000000.0,80400000.0
6453,Riddick,"Science Fiction, Action, Thriller",en,6.3,1,59,2013-09-02,4024,David Twohy,"Vin Diesel, Matt Nable, Katee Sackhoff, Jordi Mollà, Dave Bautista",38000000.0,98337295.0
6454,Case 39,"Horror, Mystery, Thriller",en,6.3,1,49,2009-08-13,2206,Christian Alvart,"Renée Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper, Adrian Lester",27000000.0,29000000.0
6455,Heist,"Action, Crime, Drama, Thriller",en,6.3,1,47,2001-11-09,536,David Mamet,"Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell, Rebecca Pidgeon",35000000.0,28500000.0
6456,Arbitrage,"Drama, Thriller",en,6.3,1,40,2012-09-14,838,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling, Laetitia Casta",12000000.0,35500000.0
6457,Jawbreaker,"Comedy, Crime",en,6.3,1,27,1999-01-30,522,Darren Stein,"Rose McGowan, Rebecca Gayheart, Julie Benz, Judy Greer, Pam Grier",3000000.0,3100000.0
6458,The Way of the Gun,"Action, Crime, Drama, Thriller",en,6.3,1,59,2000-09-08,428,Christopher McQuarrie,"Ryan Phillippe, Benicio del Toro, Juliette Lewis, Taye Diggs, Nicky Katt",8500000.0,19125401.0
6459,Dark Skies,"Science Fiction, Thriller, Horror",en,6.3,1,37,2013-02-21,1759,Scott Stewart,"Keri Russell, Josh Hamilton, Dakota Goyo, J.K. Simmons, Trevor St. John",3500000.0,25174316.0
6460,Anche se è amore non si vede,Comedy,it,6.3,1,35,2011-11-23,352,Valentino Picone,"Salvatore Ficarra, Valentino Picone, Ambra Angiolini, Diane Fleri, Sascha Zacharias",0.0,0.0
6461,Astro Boy,"Animation, Action, Family, Science Fiction",en,6.3,1,34,2009-10-15,1508,David Bowers,"Nicolas Cage, Madeline Carroll, Freddie Highmore, Kristen Bell, Donald Sutherland",10000000.0,19551067.0
